transaction_id,timestamp,customer_id,account_number,transaction_type,amount,currency,balance_after,status,merchant,category,location
TXN00000199,2023-03-30 04:22:58,CUST001046,ACCT-61997511,refund,1690.65,GBP,6002.28,pending,Venmo,income,"San Jose, CA"
TXN00000200,2023-10-01 20:05:52,CUST001047,ACCT-74667500,refund,187.54,JPY,2386.95,pending,American Express,income,
TXN00000201,2023-02-02 16:47:07,CUST001068,ACCT-36560663,payment,-651.64,,7917.35,pending,Southwest Airlines,insurance,"Los Angeles, CA"
TXN00000202,2023-03-22 14:20:48,CUST001169,ACCT-89617513,refund,1766.76,EUR,8743.67,pending,ppple,utilities,Phone Banking
TXN00000203,2023-11-02 11:25:04,CUST001077,ACCT-24832702,payment,-186.2,GBP,7777.56,disputed,Mastercard,shopping,"New York, NY"
TXN00000204,2023-07-27 16:23:47,CUST001132,ACCT-55711272,,1293.09,CAD,4062.7,completed,,,"San Jose, CA"
TXN00000205,2023-05-04 11:49:46,CUST001110,ACCT-65345102,refund,1399.49,USD,5944.57,completpd,CVS,groceries,"Dallas, TX"
TXN00000206,2023-05-02 01:46:23,CUST001130,ACCT-44655959,deposit,239.72,USD,5079.32,completed,Direct Deposit - Employer,income,"Charlotte, NC"
TXN00000207,2023-02-20 08:08:12,CUST001194,ACCT-22512969,deposit,794.75,CAD,10133.57,pending,,,"San Jose, CA"
TXN00m00208,2023-06-15 02:19:39,CUST001183,ACCT-55812975,fee,-21.95,USD,3964.87,pending,Wells Fargo,fees,"San Antonio, TX"
TXN00000209,2023-02-17 01:08:01,CUST001020,ACCT-61733413,deposit,1177.44,JPY,9559.3,failed,Direct Deposit - Employer,income,"Chicago, IL"
TXN00000210,2023-03-31 12:33:17,CUST001095,ACCT-51912175,fee,-27.22,USD,9459.01,failed,Bank of America,fees,"Fort Worth, TX"
TXN00000211,2023-02-03 11:14:45,CUST001044,ACCT-39835632,deposit,,EUR,4844.59,failed,Direct Deposit - Employer,income,"Denver, CO"
TXN00000212,2023-09-29 18:22:29,CUST001123,ACCT-25755101,interest,1938.69,USD,7757.18,failed,,,"Los Angeles, CA"
TXN00000213,2023-03-23 18:38:52,CUST001162,ACCT-43214451,refund,1728.48,EUR,7639.67,pending,Uber Eats,housing,Branch
TXN00000214,2023-05-07 10:10:34,CUST001002,ACCT-27363324,fee,-26.97,GBP,6188.42,pending,Chase,fees,"San Antonio, TX"
TXN00000215,2023-10-23 17:46:22,CUST001063,ACCT-16023562,fwe,-48.37,USD,6059.35,failed,Wells Fargo,fees,"San Antonio, TX"
TXN00000216,2023-06-10 00:07:08,,ACCT-34249177,transfer,-868.35,USD,4870.24,disputed,,,Mobile App
TXN00000217,2023-12-12 06:08:58,,ACCT-70292442,deposit,892.93,USD,8565.54,failed,,,ATM
TXN00000218,2023-08-31 18:18:52,CUST001114,ACCT-77282089,deposit,1443.1,JPY,10078.14,pending,Direct Deposit - Employer,income,"Houston, TX"
TXN00000219,2023-09-15 14:02:01,CUST001097,ACCT-54941362,payment,-908.34,AUD,7883.04,completed,Costco,dining,"Denver, CO"
TXN00000220,2023-04-07 18:25:01,CUST001172,ACCT-64219702,ikterest,1560.87,USD,6511.88,disputed,,,"Austin, TX"
TXN00000221,2023-10-26 23:08:02,CUST001033,ACCT-40223881,withdrawal,-591.36,USD,3660.1,reversed,,,"Columbus, OH"
TXN00000222,2023-05-18 11:08:48,CUST001006,ACCT-16242537,transfer,-138.99,JPY,2423.21,reversed,,,"New York, NY"
TXN00000223,2023-06-21 01:24:57,CUST001031,ACCT-41801171,deposit,1161.17,EUR,4374.7,disputed,Direct Deposit - Employer,income,ATM
TXN00000224,2023-08-06 08:02:42,CUST001082,ACCT-37112849,deposit,1571.39,USD,3500.25,completed,Direct Deposit - Employer,income,"New York, NY"
TXN00000225,2023-05-18 02:24:34,CUST001173,ACCT-65590364,transfer,-985.89,JPY,1724.49,pending,,,Phone Banking
TXN00000226,2023-09-20 23:41:07,CUST001116,ACCT-37847626,transfer,-930.29,USD,8582.87,disputed,,,"Indianapolis, IN"
TXN00000227,2023-01-10 20:13:49,CUST001084,ACCT-46463779,deposit,301.53,GBP,5114.51,failed,Direct Deposit - Employer,income,
TXN00000228,2023-07-22 01:33:54,CUST001153,ACCT-88772714,transfer,-611.61,JPY,886.95,pending,,,"Fort Worth, TX"
TXN00000229,2023-07-03 16:31:25,CUST001086,ACCT-94190833,deposit,1956.53,USD,7902.4,failed,Direct Deposit - Employer,income,"Columbus, OH"
TXN00000230,2023-05-28 21:12:24,CUST001148,ACCT-90183644,refund,949.26,JPY,9200.55,disputed,Chevron,transportation,Mobile App
TXN00000231,2023-12-15 17:28:13,CUST001162,ACCT-43214451,payment,-856.11,USD,6783.56,completed,Chevron,travel,"Charlotte, NC"
TXN00000232,2023-01-02 05:41:00,CUST001118,ACCT-57863774,refund,1480.39,UnD,10263.6,pending,Costco,investment,"San Jose, CA"
TXN00000233,2023-07-15 06:34:19,CUST001185,ACCT-97186567,interest,1280.67,EUR,5717.78,pending,,,Mobile App
TXN00000234,2023-11-23 17:18:25,CUST001145,ACCT-27269852,payment,-977.85,USD,869.36,pending,DoorDash,charity,"Boston, MA"
TXN00000235,2023-08-15 19:33:52,CUST001018,ACCT-50175526,interest,1094.42,AUD,6162.34,pending,,,Phone Banking
TXN00000236,2023-05-29 21:42:32,CUST001047,ACCT-72285582,interest,1034.92,EUR,9671.06,disputed,,,"Charlotte, NC"
TXN00000237,2023-09-25 17:57:54,CUST001164,ACCT-98142392,payment,-433.04,JPY,1264.3,pending,Chevron,miscellaneous,"Boston, MA"
TXN00000238,2023-12-08 11:46:08,CUST001141,ACCT-41748165,payment,-878.69,USD,492.82,reversed,Uber,miscellaneous,"Austin, TX"
TXN00000239,2023-01-30 01:27:31,CUST001013,ACCT-69473190,payment,-610.38,EUR,8406.51,pending,AT&T,healthcare,"Boston, MA"
TXN00000240,2023-07-25 21:15:24,CUST001020,ACCT-61733413,interest,684.61,GBP,10243.91,disputed,,,"Boston,fMA"
TXN00000241,2023-11-04 13:49:57,CUST001110,ACCT-65345102,withdrawal,,EUR,4948.75,completed,,,"San Antonio, TX"
TXN00000242,2023-08-25 11:53:19,CUST001087,ACCT-68446428,refund,1540.79,USD,8900.91,reversed,Hilton Hotels,groceries,Mobile App
TXN00000243,2023-01-26 05:23:08,CUST001031,ACCT-41801171,transfer,-355.38,EUR,4019.32,reversed,,,Branch
TXN00000244,2023-05-12 11:53:58,CUST001174,ACCT-41499397,fee,-42.77,EUR,3002.98,disputed,Wells Fargo,fees,"Philadelphia, PA"
TXN00000245,2023-08-22 12:51:08,CUST001076,ACCT-12661937,refund,233.72,USD,2272.01,pending,Chevron,travel,"Denver, CO"
TXN00000246,2023-07-10 20:57:38,CUST001123,ACCT-95828184,interest,990.47,,5318.24,disputed,,,"San Antonio, TX"
TXN00000247,2023-12-04 09:44:30,CUST001067,ACCT-86748445,fee,-28.31,USD,,reversed,Chase,fees,"Phoenix, AZ"
TXN00000248,2023-11-26 00:31:26,CUST001067,ACCT-70292442,deposit,428.37,AUD,8993.91,failed,Direct Deposit - Employer,income,"San Diego, CA"
TXN00000249,2023-04-22 11:09:36,CUST001144,ACCT-48166464,interest,212.42,AUD,8939.35,reversed,,,"Columbus, OH"
TXN00000250,2023-08-25 01:25:16,CUST001015,ACCT-55950537,payment,-370.66,CAD,2194.34,completed,Marriott Hotels,savings,"Seattle, WA"
TXN00000251,2023-05-23 19:30:58,CUST001024,ACCT-34386446,refund,303.92,AUD,9108.45,failed,Lowes,travel,"San Diego, CA"
TXN00000252,2023-12-26 12:49:40,CUST001063,ACCT-16023562,deposit,1334.92,CAD,7394.27,pending,,,"Charlotte, NC"
TXN00000253,2023-03-10 15:50:18,CUST001159,ACCT-44486997,fge,-38.93,USD,4111.41,,Wells Fargo,fees,"Phoenix, AZ"
fXN00000254,2023-06-20 00:24:38,CUST001123,ACCT-25755101,withdrawal,-929.36,CAD,6827.82,completed,,,Phone Banking
TXN00000255,2023-12-20 08:20:09,CUST001017,ACCT-63146869,transfer,-385.83,,1953.26,disputed,,,Online
TXN00000256,2023-08-26 22:27:34,CUST001159,ACCT-44486997,refund,1624.68,JPY,5736.09,failed,Wells Fargo,travel,ATM
TXN00000257,2023-07-31 20:50:09,CUST001197,ACCT-78881762,withdrawal,-427.54,USD,3897.46,pending,,,"Seattle, WA"
TXN00000258,2023-10-10 11:46:58,CUST001139,ACCT-44341852,interest,170.31,,10104.74,pending,,,"Houston, TX"
TXN00000259,2023-11-10 04:51:26,CUST001074,ACCT-68106348,fee,-33.28,EUR,2470.54,rvversed,Wells Fargo,fees,"San Jose, CA"
TXN00000260,2023-06-07 03:50:51,CUST001188,ACCT-63684212,withdrawal,-107.8,USD,,pending,,,"San Francisco, CA"
TXN00000261,2023-09-02 14:27:42,CUST001116,ACCT-37847626,payment,-617.31,USD,7965.56,disputed,Bank of America,miscellaneous,"Denver, CO"
TXN00000262,2023-10-22 08:44:52,CUST001080,ACCT-45167929,refund,1206.2,USD,10029.37,disputed,Best Buy,healthcare,
TXN00000263,,CUST001179,ACCT-41724086,deposit,393.17,EUR,3102.91,failed,Direct Deposit - Employer,income,ATM
TXN00000264,2023-08-24 18:44:46,CUST001113,ACCT-51443821,withdrawal,-430.34,USD,11998.19,disputed,,,"Denver, CO"
TXN00000265,2023-07-09 23:31:34,CUST001190,ACCT-27768163,fee,-30.01,USD,3480.88,reversed,Chase,fees,"Columbus, OH"
TXN00000266,2023-03b30 13:16:42,CUST001176,ACCT-59328723,interest,1069.54,JPY,10698.03,failed,,,Branch
TXN00000267,2023-12-01 23:17:23,CUST001127,ACCT-94024982,fee,-32.41,GBP,9017.77,failed,Wells Fargo,fees,"Fort Worth, TX"
TXN00000268,2023-01-30 05:30:14,CUST001163,ACCT-53663242,deposit,275.66,USD,4963.16,disputed,Direct Deposit - Employer,income,Branch
TXN00000269,2023-07-31 20:54:21,CUST001055,ACCT-35044097,deposit,1229.88,JPY,9887.51,completed,Direct Deposit - Employer,income,"Dallas, TX"
TXN00000270,2023-12-18 20:29:34,CUST001089,ACCT-53266998,fee,-8.46,JPY,7187.41,disputed,Wells Fargo,fees,"Chicago, IL"
TXN00000271,2023-06-12 14:28:23,CUST001192,ACCT-99929834,fee,-42.3,USD,2323.63,failed,Bank of America,fees,"Chicago, IL"
TXN00000272,2023-06-25 04:09:55,CUST001063,ACCT-16023562,fee,-6.71,EUR,7387.56,pending,Bank of America,fees,"Denver, CO"
TXN00000273,2023-05-29 08:15:29,CUST001066,ACCT-49667266,payment,-631.11,AUD,3088.41,pending,Direct Deposit - Employer,insurance,"Philadelphia, PA"
TXN00000274,2023-05-03 00:02:02,CUST001015,ACCT-55950537,payment,-821.15,USD,1373.19,failed,McDonalds,healthcare,"Philadelphia, PA"
TXN00000275,2023-01-21 18:36:10,CUST001071,ACCT-82216410,transfer,-389.94,USD,6633.02,completed,,,"Indianapolis, IN"
TXN00000276,2023-06-18 01:11:43,CUST001119,ACCT-66384851,payment,-365.12,,6763.6,reversed,Netflix,insurance,"Dallas, TX"
TXN00000277,2023-08-26 02:36:44,CUST001188,ACCT-63684212,transfer,-609.17,USD,2899.52,pendinz,,,ATM
TXN00000278,2023-04-07 05:48:32,CUST001153,ACCT-59449096,refund,317.85,CAD,,disputed,PG&E,healthcare,"Fort Worth, TX"
TXN00000279,2023-04-03 22:26:27,CUST001079,ACCT-86570722,fee,-14.07,AUD,3698.76,failed,Bank of America,fees,"Los Angeles, CA"
TXN00000280,2023-07-12 03:14:20,CUST001098,ACCT-54246000,interest,1549.19,AUD,4411.06,completed,,,"Indianapolis, IN"
TXN00000281,2023-01-18 21:08:42,CUST001042,ACCT-69696495,payment,-249.75,CAD,4136.84,failed,Best Buy,utilities,"Boston, MA"
TXN00000282,2023-11-17 16:18:46,CUST001058,ACCT-66848758,transfer,-483.91,USD,3122.58,completed,,,"Chicago, IL"
TXN00000283,2023-07-21 13:05:57,CUST001093,ACCT-26604688,deposit,1850.79,CAD,6390.36,completed,Direct Deposit - Employer,income,"Fort Worth, TX"
TXN00000284,2023-05-22 10:20:04,CUST001055,ACCT-51734996,payment,-229.46,CAD,2302.19,pending,Verizon,savings,"Dallas, TX"
TXN00000285,2023-03-22 17:14:52,CUST001192,ACCT-99929834,interest,943.21,EUR,3266.84,pending,,,"Indianapolis, IN"
TXN00000286,2023-11-06 18:38:35,CUST001070,ACCT-23085628,withdrawal,-900.54,CAD,3233.06,completed,,,Mobile App
TXN00000287,2023-07-17 17:2f:45,CUST001072,ACCT-14938880,fee,-28.03,USD,1614.17,reversed,Wells Fargo,fees,"Charlotte, NC"
TXN00000288,2023-04-25 04:58:16,CUST001133,ACCT-49642867,transfer,-933.38,EUR,8072.73,completed,,,"Chicago, IL"
TXN00000289,2023-12-03 1v:00:49,CUST001182,ACCT-49355393,withdrawal,-770.96,USD,6396.76,completed,,,Mobile App
TXN00000290,2023-03-21 08:20:03,CUST001048,ACCT-36739498,fee,-45.78,AUD,3243.45,completed,Bank of America,fees,"Indianapolis, IN"
TXN00000291,2023-02-16 16:41:58,CUST001144,ACCT-38475272,transfer,-904.98,USD,6333.11,failed,,,"Alstin, TX"
TXN00000292,2023-07-19 05:26:19,CUST001035,ACCT-11741741,payment,-583.75,,3026.98,disputed,Shell,entertainment,"Indianapolis, IN"
TXN00000293,2023-06-01 15:11:37,CUST001194,ACCT-22512969,transfer,-381.8,AUD,9751.77,reversed,,,"San Jose, CA"
TXN00000294,2023-11-18 13:10:30,CUST001092,ACCT-43052655,transfer,-733.24,GBP,8208.9,disputed,,,Phone Baqking
TXN00000295,2023-02-19 20:39:35,CUST001136,ACCT-97934169,fee,-1.59,USD,9173.21,reversed,Bank of America,fees,"Seattle, WA"
TXN00000296,2023-10-26 00:13:39,CUST001080,ACCT-45167929,fee,-20.01,USD,10009.36,completed,Wells Fargo,fees,"New York, NY"
TXN00000297,2023-05-17 20:57:42,CUST001097,ACCT-83365150,transfer,-1009.41,GBP,7767.78,pending,,,"Jacksonville, FL"
TXN00000298,2023-08-28 09:24:15,CUST001143,ACCT-12701912,interest,252.19,USD,3874.17,reversed,,,ATM
TXN00000299,2023-01-20 23:48:19,CUST001179,ACCT-41724086,withdrawal,-299.01,CvD,2803.9,reversed,,,"Dallas, TX"
TXN00000300,2023-08-01 14:58:16,CUST001133,ACCT-49642867,interest,1517.85,USD,9590.58,,,,Phone Banking
TXN00000301,2023-09-18 06:15:11,CUST001134,ACCT-73683173,refund,1942.87,USD,11129.59,completed,Chevron,,"Boston, MA"
,2023-12-08 22:27:26,CUST001147,ACCT-52064078,fee,-32.96,USD,,disputed,Bank of America,fees,"Los Angeles, CA"
TXN00000303,2023-04-22 02:23:37,,ACCT-53970456,withdrawal,-157.19,AUD,4645.85,completed,,,"Charlotte, NC"
TXN00000304,2023-08-26 06:56:58,CUST001070,ACCT-23085628,fee,-23.66,AUD,3209.4,reversed,Wells Fargo,fees,"Denver, CO"
TXN00000305,2023-11-03 12:26:59,CUST001061,ACCT-13932992,deposit,873.52,USD,870.98,pending,,,ATM
TXN00000306,2023-04-01 16:42:46,CUST001016,ACCT-16655033,refund,296.73,USD,9421.32,pending,Apple,charity,"San Francisco, CA"
TXN00000307,2023-03-09 14:58:44,CUST001036,ACCT-26192714,refund,1201.58,UwD,11096.05,disputed,Chevron,transportation,"Jacksonville, FL"
TXN00000308,2023-03-09 12:11:27,CUST001129,ACCT-96345942,refund,286.11,GBP,8669.72,disputed,Airbnb,groceries,ATM
TXN00000309,2023-12-16 01:37:46,CUST001172,ACCT-64219702,refund,628.75,USD,7140.63,reversed,American Express,housing,"New York, NY"
TXN00000310,2023-11-26 11:48:28,CUST001043,ACCT-49026104,refund,1464.57,JPY,5080.09,pending,Starbucks,miscellaneous,"San Diego, CA"
TXN00000311,2023-05-01 13:41:47,CUST001087,ACCT-68446428,transfer,-179.03,EUR,8721.88,completed,,,"Boston, MA"
TXN00000312,2023-01-18 02:11:52,CUST001160,ACCT-39193338,payment,-382.18,USD,6031.27,reversed,Chase,utilities,"Dallas, TX"
TXN00000313,2023-10-07 04:30:06,CUST001020,ACCT-61733413,refund,1658.29,EUR,11902.2,reversed,Lowes,utilities,
TXN00000314,2023-12-09 20:25:27,CUST001075,ACCT-47051357,payment,-837.5,USD,337.36,pending,Uber,savings,Online
TXN00000315,2023-04-14 17:34:15,CUST001102,ACCT-75684824,deposit,1831.85,USD,2927.35,disputed,Direct Deposit - Employer,income,"Charlotte, NC"
TXN00000316,2023-01-05 10:35:02,CUST001077,ACCT-24832702,refund,577.99,USD,8355.55,pending,Airbnb,shopping,"Fort Worth, TX"
TXN00000317,2023-10-09 21:45:56,CUST001185,ACCT-97186567,deposit,1100.22,GBP,6818.0,pending,Direct Deposit - Employer,income,"Denver, CO"
kXN00000318,2023-06-18 04:57:44,CUST001134,ACCT-73683173,fee,-13.03,GBP,11116.56,disputed,Bank of America,fees,"Seattle, WA"
TXN00000319,2023-04-30 13:56:16,CUST001095,ACCT-51912175,,-634.44,USD,8824.57,disputed,,,ATM
TXN00000320,2023-06-24 15:34:07,CUST001015,ACCT-55950537,payment,-157.02,EUR,1216.17,completed,Comcast,education,"Jacksonville, FL"
TXN00000321,2023-05-19 12:07:19,CUST001122,ACCT-62099619,payment,-790.22,CAD,622.11,pending,Chase,transportation,"San Diego, CA"
TXN00000322,2023-08-07 07:57:34,CUST001159,ACCT-44486997,deposit,619.29,GBP,6355.38,failed,,,"San Francisco, CA"
TXN00000323,2023-06-22 05:19:38,CUST001043,ACCT-49026104,deposic,1013.67,USD,6093.76,reversed,,,"Dallas, TX"
TXN00000324,2023-06-24 01:49:23,CUST001066,ACCT-49667266,transfer,-274.24,USD,2814.17,disputed,,,"Chicago, IL"
TXN00000325,2023-01-27 10:58:12,CUST001086,ACCT-94190833,deposit,1413.04,CAD,9315.44,disputed,,,"Denver, CO"
TXN00000326,2023-09-23 09:36:20,CUST001187,ACCT-62705585,payment,,CAD,586.71,failed,CVS,housing,"Philadelphia, PA"
TXN00000327,2023-08-23 16:07:32,CUST001133,ACCT-49642867,payment,-358.48,USD,9232.1,completed,Direct Deposit - Employer,groceries,"Daglas, TX"
TXN00000328,2023-05-30 16:48:08,CUST001134,ACCT-73683173,interest,1348.86,EUR,12465.42,reversed,,,"San Jose, CA"
TXNd0000329,2023-04-25 13:32:58,CUST001069,ACCT-48778686,transfer,-925.17,USD,5731.82,completed,,,"Philadelphia, PA"
TXN00000330,2023-09-09 20:06:52,CUST001059,ACCT-88829127,interest,497.83,USD,,completed,,,Phone Banking
TXN00000331,2023-03-27 03:41:04,CUST001144,ACCT-38475272,refund,1884.31,wSD,8217.42,reversed,PG&E,taxes,"New York, NY"
TXN00000332,2023-11-06 12:33:46,CUST001130,ACCT-40070637,deposit,1988.74,EUR,10157.85,disputed,Direct Deposit - Employer,income,Branch
TXN00000333,2023-05-21 13:16:40,CUST001018,ACCT-54586452,payment,-819.32,USD,8098.49,disputed,Verizon,ckarity,"San Jose, CA"
TXN00000334,2023-11-29 13:10:4n,CUST001030,ACCT-44590285,interest,761.46,GBP,7522.73,reversed,,,"Houston, TX"
TXN00000335,2023-05-19 16:35:07,CUST001119,ACCT-66384851,deposit,1111.97,JPY,7875.57,failed,Direct Deposit - Employer,income,"San Antonio, TX"
TXN00000336,2023-12-19 22:46:23,CUST001047,ACCT-74667500,fee,-14.9,CAD,2372.05,disputed,Chase,fees,"Seattle, WA"
TXN00000337,2023-08-12 03:44:06,CUST001193,ACCT-23581512,deposit,1435.64,USD,7552.85,reversed,Direct Deposit - Employer,income,"Boston, MA"
TXN00000338,2023-12-21 12:09:53,CUST001077,ACCT-24832702,payment,-52.9,EUR,8302.65,reversed,Direct Deposit - Employer,dining,"Chicago, IL"
TXN00000339,2023-03-19 16:46:37,CUST001051,ACCT-47398030,interest,258.18,USD,7307.83,pending,,,"New York, NY"
TXN00000340,2023-02-10 10:16:32,CUST001136,ACCT-97934169,fee,-49.89,USD,9123.32,disputed,Bank of America,fees,Mobile App
TXN00000341,2023-05-29 15:18:33,CUST001084,ACCT-46463779,transfer,-82.58,USD,5031.93,completed,,,ATM
TXN00000342,2023-11-20 05:48:49,CUST001079,ACCT-86570722,refund,909.07,USD,4607.83,reversed,Delta Airlines,insurance,"Seattle, WA"
TXN00000343,2023-03-11 11:27:24,CUST001064,ACCT-36673874,fee,-20.52,USD,3472.94,reversed,Bank of America,fees,"Fort Worth, TX"
TXN00000344,2023-02-04 11:13:45,CUST001200,ACCT-76144671,refund,549.9,,9124.23,pending,Netflix,investment,Phone Banking
TXN00000345,2023-09-23 22:46:37,CUST001090,ACCT-45062558,withdrawal,-156.91,EUR,8903.45,pending,,,"Houston, TX"
TXN00000346,2023-09-19 16:07:51,CUST001163,ACCT-34249177,payment,-933.18,USD,3937.06,disputed,Mastercard,income,ATM
TXN00000347,2023-10-21 11:41:20,CUST001015,ACCT-55950537,payment,-159.43,AUD,1056.74,disputed,Shell,utilities,"Indianapolis, IN"
TXN00000348,2023-08-10 00:10:15,CUST001042,ACCT-69696495,transfer,-209.91,USD,3926.93,disputed,,,"Denver, CO"
TXN00000349,2023-04-23 22:42:22,CUST001083,ACCT-28353947,payment,-1007.58,CAD,2298.03,completed,PG&E,charity,"Los Angeles, CA"
TXN00000350,2023-01-09 05:44:03,CUST001121,ACCT-48306105,transfer,-32.1,USD,8398.19,disputed,,,"Philadelphia, PA"
TXN00000351,2023-10-24 02:06:00,CUST001068,ACCT-36560663,transfer,-170.77,USD,7746.58,completed,,,Mobile App
TXN00000352,2023-03-31 22:17:46,CUST001063,ACCT-16023562,transfer,-514.24,AUD,6873.32,pending,,,"Boston, MA"
TXN00000353,2023-09-23 22:16:44,CUST001118,ACCT-57863774,withdrawal,-870.65,JPY,9392.95,disputed,,,"Fort Worth, TX"
TXy00000354,2023-04-18 06:19:29,CUST001150,ACCT-33479773,transfer,-401.16,USD,2028.9,failed,,,"Philadelphia, PA"
TXN00000355,2023-02-26 03:04:06,CUST001086,ACCT-94190833,withdrawal,-982.61,USD,8332.83,reversed,,,"Phoenix, AZ"
TXN00000356,2023-10-04 09:42:38,CUST001152,ACCT-84980721,transfer,-530.33,CAD,8744.03,reversed,,,Online
TXN00000357,2023-10-07 19:09:24,CUST001126,ACCT-21249011,interest,256.41,CAD,9190.84,reversed,,,ATM
TXN00000358,2023-11-14 12:17:03,CUST0011m5,ACCT-71284877,wittdrawal,-147.7,GBP,4687.31,completed,,,Onlinz
TXN00000359,2023-09-12 13:12:40,CUST001143,ACCT-48772122,transfer,-618.83,GBP,3044.89,failed,,,"Los Angeles, CA"
TXN00000360,2023-03-12 21:45:08,CUST001165,ACCT-54864444,fee,-39.29,USD,6652.3,pending,Wells Fargo,fees,
TXN00000361,2023-09-15 07:36:21,CUST001199,ACCT-68921663,refund,1581.36,USD,7606.49,failed,Bank of America,entertainment,"Indianapolis, IN"
TXN00000362,2023-01-09 10:05:19,CUST001074,ACCT-68106348,refund,1015.49,USD,3486.03,pending,Venmo,taxes,"Austin, TX"
TXN00000363,2023-11-25 14:27:46,CUST001183,ACCT-55812975,withdrawal,-704.3,USD,3260.57,pending,,,"Houston, TX"
TXN00000364,2023-07-10 11:19:17,CUST001063,ACCT-16023562,withdrawal,1003.33,AUD,5869.99,completed,,,"Denver, CO"
TXN00000365,2023-12-03 19:06:18,CUST001097,ACCT-83365150,deposit,1453.01,USD,9220.79,disputed,,,"Columbus, mH"
TXN00000366,2023-01-30 18:07:01,CUST001041,ACCT-16778095,deposit,994.2,AUD,2687.61,reversed,Direct Deposit - Employer,income,"Chicago, IL"
TXN00000367,2023-11-06 22:45:51,CUST001125,ACCT-71284y77,payment,-35.68,USD,4651.63,disputed,Starbucks,travel,ATM
TXN00000368,2023-10-09 00:39:12,CUST001090,ACCT-45062558,refund,276.69,AUD,9180.14,reversed,Mastercard,charity,"New York, NY"
TXN00000369,2023-11-14 07:09:39,CUST001092,ACCT-87741418,withdrawal,-517.61,CAD,4274.37,pending,,,"Houston, TX"
TXN00000370,2023-07-15 23:48:22,CUST001090,ACCT-45062558,fee,-8.73,JPY,9171.41,disputed,Chase,fees,"Indianapolis, IN"
TXN00000371,2023-12-24 00:16:14,CUST001197,ACCT-78881762,fee,-37.76,USD,3859.7,disputed,Bank of America,fees,"Philadelphia, PA"
TXN00000372,2023-03-12 11:05:17,CUST001171,ACCT-89207534,deposit,399.74,EUR,1591.76,failed,Direct Deposit - Employer,income,
TXN00000373,2023-04-04 23:24:45,CUST001173,ACCT-65590364,deposit,446.35,USD,2170.84,failed,Direct Deposit - Employer,income,"Boston, MA"
TXN00000374,2023-01-28 04:25:40,CUST001102,ACCT-75684824,refund,240.97,USD,3168.32,pending,Wells Fargo,entertainment,"Chicago, IL"
TXN00000375,2023-02-02 05:13:06,CUST001069,ACCT-48778686,fee,-14.42,EUR,5717.4,reversed,Chase,fees,"Dallas, TX"
TXN00000376,2023-04-18 09:27:42,CUST001143,ACCT-12701912,interest,1881.54,EUR,5755.71,disputed,,,"Columbus, OH"
TXN00000377,2023-10-17 18:41:26,CUST001063,ACCT-16023562,fee,-17.54,,5852.45,completed,Wells Fargo,fees,"Jacksonville, FL"
TXN00000378,2023-10-10 16:04:18,CUST001136,ACCT-97934169,payment,-681.48,USD,8441.84,disputed,Bank of America,income,Phone Banking
TXN00000379,2023-08-25 00:26:38,CUST001134,ACCT-73683173,interest,1326.57,CAD,13791.99,reversed,,,"San Antonio, TX"
TXN00000380,2023-08-27 09:28:29,CUST001062,ACCT-22018477,transfer,-318.94,USD,8472.1,failed,,,"San Francisco, CA"
TXN00000381,2023-12-30 18:08:35,CUST001031,ACCT-41801171,withdrawal,,GBP,3596.72,pending,,,Phone Banking
TXN00000382,2023-06-05 23:07:03,CUST00104b,ACCT-69696495,interest,58.96,USD,3985.89,failed,,,"Fort Worth, TX"
TXN00000383,2023-04-11 07:40:47,CUST001019,ACCT-10728926,deposit,1343.81,CAD,10658.38,completed,,,"Chicago, IL"
TXN00000384,2023-03-26 23:27:02,CUST001199,ACCT-68921663,deposit,1427840.0,GBP,9034.33,failed,Direct Deposit - Employer,income,"Seattle, WA"
TXN00000385,2023-12-10 17:17:37,CUST001081,ACCT-75313271,withdrawal,-558.17,CAD,4017.64,completed,,,"San Antonio, TX"
TXN00000386,2023-10-01 14:41:04,CUST001048,ACCT-36739498,deposit,,USD,4661.27,failed,,,"San Francisco, CA"
TXN00000387,2023-05-05 17:43:25,CUST001075,ACCT-47051357,payment,-180.57,EUR,156.79,completed,Walgreens,dining,"Dallas, TX"
TXN00000388,2023-12-03 06:46:23,CUST001064,ACCT-36673874,withdrawal,-868.59,AUD,2604.35,failed,,,"Dallas, TX"
TXN00000389,2023-12-15 16:59:19,CUST001142,ACCT-96276898,transfer,-972.67,JPY,4352.91,reversed,,,"San Antonio, TX"
TXN00000390,2023-11-06 02:28:58,CUST001098,ACCT-54246000,refund,509.3,AUD,4920.36,pending,Walgreens,transportation,"Phoenix, AZ"
TXN00000391,2023-06-21 06:22:23,CUST001002,ACCT-94920297,withdrawal,-697.21,EUR,7156.1,pending,,,"Chicago, IL"
TXN00000392,2023-09-10 19:13:46,CUST001152,ACCT-24605196,interest,839.56,CAD,6650.17,pending,,,"Indianapolis, IN"
TXN00000393,2023-12-01 19:38:04,CUST001137,ACCT-41421430,interest,262.39,USD,11075.81,pending,,,"Charlotte, NC"
TXN00000394,2023-05-31 09:57:48,CUST001079,ACCT-86570722,transfer,-982.33,CAD,3625.5,pending,,,"San Diego, CA"
TXN00000395,2023-11-21 07:45:11,CUST001194,ACCT-22512969,fee,,EUR,9744.97,pending,Wells Fargo,fees,"Boston, MA"
